ICD_Code,Description,Critical_Illness_Classification
M67419,"Ganglion, unspecified shoulder",NONE
M67429,"Ganglion, unspecified elbow",NONE
M67439,"Ganglion, unspecified wrist",NONE
M67442,"Ganglion, left hand",NONE
M67451,"Ganglion, right hip",NONE
M67452,"Ganglion, left hip",NONE
M67461,"Ganglion, right knee",NONE
M67462,"Ganglion, left knee",NONE
M6748,"Ganglion, other site",NONE
M6749,"Ganglion, multiple sites",NONE
M6751,"Plica syndrome, right knee",NONE
M6752,"Plica syndrome, left knee",NONE
M67449,"Ganglion, unspecified hand",NONE
M67459,"Ganglion, unspecified hip",NONE
M67469,"Ganglion, unspecified knee",NONE
M67471,"Ganglion, right ankle and foot",NONE
M67472,"Ganglion, left ankle and foot",NONE
M67479,"Ganglion, unspecified ankle and foot",NONE
M6750,"Plica syndrome, unspecified knee",NONE
M6780,"Other specified disorders of synovium and tendon, unspecified site",NONE
M67819,"Other specified disorders of synovium and tendon, unspecified shoulder",NONE
M67829,"Other specified disorders of synovium and tendon, unspecified elbow",NONE
M67811,"Other specified disorders of synovium, right shoulder",NONE
M67812,"Other specified disorders of synovium, left shoulder",NONE
M67813,"Other specified disorders of tendon, right shoulder",NONE
M67814,"Other specified disorders of tendon, left shoulder",NONE
M67821,"Other specified disorders of synovium, right elbow",NONE
M67822,"Other specified disorders of synovium, left elbow",NONE
M67823,"Other specified disorders of tendon, right elbow",NONE
M67824,"Other specified disorders of tendon, left elbow",NONE
M67831,"Other specified disorders of synovium, right wrist",NONE
M67832,"Other specified disorders of synovium, left wrist",NONE
M67833,"Other specified disorders of tendon, right wrist",NONE
M67834,"Other specified disorders of tendon, left wrist",NONE
M67841,"Other specified disorders of synovium, right hand",NONE
M67842,"Other specified disorders of synovium, left hand",NONE
M67843,"Other specified disorders of tendon, right hand",NONE
M67844,"Other specified disorders of tendon, left hand",NONE
M67851,"Other specified disorders of synovium, right hip",NONE
M67852,"Other specified disorders of synovium, left hip",NONE
M67853,"Other specified disorders of tendon, right hip",NONE
M67854,"Other specified disorders of tendon, left hip",NONE
M67861,"Other specified disorders of synovium, right knee",NONE
M67862,"Other specified disorders of synovium, left knee",NONE
M67863,"Other specified disorders of tendon, right knee",NONE
M67864,"Other specified disorders of tendon, left knee",NONE
M67839,"Other specified disorders of synovium and tendon, unspecified forearm",NONE
M67849,"Other specified disorders of synovium and tendon, unspecified hand",NONE
M67859,"Other specified disorders of synovium and tendon, unspecified hip",NONE
M67869,"Other specified disorders of synovium and tendon, unspecified knee",NONE
M67879,"Other specified disorders of synovium and tendon, unspecified ankle and foot",NONE
M67871,"Other specified disorders of synovium, right ankle and foot",NONE
M67872,"Other specified disorders of synovium, left ankle and foot",NONE
M67873,"Other specified disorders of tendon, right ankle and foot",NONE
M67874,"Other specified disorders of tendon, left ankle and foot",NONE
M6788,"Other specified disorders of synovium and tendon, other site",NONE
M6789,"Other specified disorders of synovium and tendon, multiple sites",NONE
M6790,"Unspecified disorder of synovium and tendon, unspecified site",NONE
M67911,"Unspecified disorder of synovium and tendon, right shoulder",NONE
M67912,"Unspecified disorder of synovium and tendon, left shoulder",NONE
M67919,"Unspecified disorder of synovium and tendon, unspecified shoulder",NONE
M67921,"Unspecified disorder of synovium and tendon, right upper arm",NONE
M67922,"Unspecified disorder of synovium and tendon, left upper arm",NONE
M67931,"Unspecified disorder of synovium and tendon, right forearm",NONE
M67932,"Unspecified disorder of synovium and tendon, left forearm",NONE
M67941,"Unspecified disorder of synovium and tendon, right hand",NONE
M67942,"Unspecified disorder of synovium and tendon, left hand",NONE
M67951,"Unspecified disorder of synovium and tendon, right thigh",NONE
M67952,"Unspecified disorder of synovium and tendon, left thigh",NONE
M67929,"Unspecified disorder of synovium and tendon, unspecified upper arm",NONE
M67939,"Unspecified disorder of synovium and tendon, unspecified forearm",NONE
M67949,"Unspecified disorder of synovium and tendon, unspecified hand",NONE
M67959,"Unspecified disorder of synovium and tendon, unspecified thigh",NONE
M67969,"Unspecified disorder of synovium and tendon, unspecified lower leg",NONE
M67971,"Unspecified disorder of synovium and tendon, right ankle and foot",NONE
M67972,"Unspecified disorder of synovium and tendon, left ankle and foot",NONE
M6798,"Unspecified disorder of synovium and tendon, other site",NONE
M70039,"Crepitant synovitis (acute) (chronic), unspecified wrist",NONE
M70049,"Crepitant synovitis (acute) (chronic), unspecified hand",MULTIPLE_SCLEROSIS
M70031,"Crepitant synovitis (acute) (chronic), right wrist",NONE
M70032,"Crepitant synovitis (acute) (chronic), left wrist",NONE
M70041,"Crepitant synovitis (acute) (chronic), right hand",NONE
M70042,"Crepitant synovitis (acute) (chronic), left hand",NONE
M7010,"Bursitis, unspecified hand",NONE
M7011,"Bursitis, right hand",NONE
M7012,"Bursitis, left hand",NONE
M6799,"Unspecified disorder of synovium and tendon, multiple sites",NONE
M67979,"Unspecified disorder of synovium and tendon, unspecified ankle and foot",NONE
M67961,"Unspecified disorder of synovium and tendon, right lower leg",NONE
M67962,"Unspecified disorder of synovium and tendon, left lower leg",NONE
M7020,"Olecranon bursitis, unspecified elbow",NONE
M7030,"Other bursitis of elbow, unspecified elbow",NONE
M7031,"Other bursitis of elbow, right elbow",NONE
M7032,"Other bursitis of elbow, left elbow",NONE
M7041,"Prepatellar bursitis, right knee",NONE
M7042,"Prepatellar bursitis, left knee",NONE
M7051,"Other bursitis of knee, right knee",NONE
M7052,"Other bursitis of knee, left knee",NONE
M7061,"Trochanteric bursitis, right hip",NONE
M7062,"Trochanteric bursitis, left hip",NONE
M7071,"Other bursitis of hip, right hip",NONE
M7072,"Other bursitis of hip, left hip",NONE
M7060,"Trochanteric bursitis, unspecified hip",NONE
M7070,"Other bursitis of hip, unspecified hip",NONE
M7080,"Other soft tissue disorders related to use, overuse and pressure of unspecified site",NONE
M70819,"Other soft tissue disorders related to use, overuse and pressure, unspecified shoulder",NONE
M70829,"Other soft tissue disorders related to use, overuse and pressure, unspecified upper arms",NONE
M70839,"Other soft tissue disorders related to use, overuse and pressure, unspecified forearm",NONE
M70821,"Other soft tissue disorders related to use, overuse and pressure, right upper arm",NONE
M70822,"Other soft tissue disorders related to use, overuse and pressure, left upper arm",MUSCULAR_DYSTROPHY
M70831,"Other soft tissue disorders related to use, overuse and pressure, right forearm",NONE
M70832,"Other soft tissue disorders related to use, overuse and pressure, left forearm",NONE
M70841,"Other soft tissue disorders related to use, overuse and pressure, right hand",NONE
M70811,"Other soft tissue disorders related to use, overuse and pressure, right shoulder",NONE
M70812,"Other soft tissue disorders related to use, overuse and pressure, left shoulder",NONE
M7040,"Prepatellar bursitis, unspecified knee",NONE
M7050,"Other bursitis of knee, unspecified knee",NONE
M7021,"Olecranon bursitis, right elbow",NONE
M7022,"Olecranon bursitis, left elbow",NONE
M70842,"Other soft tissue disorders related to use, overuse and pressure, left hand",NONE
M70851,"Other soft tissue disorders related to use, overuse and pressure, right thigh",MUSCULAR_DYSTROPHY
M70852,"Other soft tissue disorders related to use, overuse and pressure, left thigh",NONE
M70849,"Other soft tissue disorders related to use, overuse and pressure, unspecified hand",NONE
M70859,"Other soft tissue disorders related to use, overuse and pressure, unspecified thigh",MUSCULAR_DYSTROPHY
M70861,"Other soft tissue disorders related to use, overuse and pressure, right lower leg",NONE
M70862,"Other soft tissue disorders related to use, overuse and pressure, left lower leg",PROGRESSIVE_SCLERODERMA
M70869,"Other soft tissue disorders related to use, overuse and pressure, unspecified leg",MUSCULAR_DYSTROPHY
M70871,"Other soft tissue disorders related to use, overuse and pressure, right ankle and foot",MUSCULAR_DYSTROPHY
M70872,"Other soft tissue disorders related to use, overuse and pressure, left ankle and foot",NONE
M7088,"Other soft tissue disorders related to use, overuse and pressure other site",NONE
M7089,"Other soft tissue disorders related to use, overuse and pressure multiple sites",NONE
M70879,"Other soft tissue disorders related to use, overuse and pressure, unspecified ankle and foot",NONE
M7090,"Unspecified soft tissue disorder related to use, overuse and pressure of unspecified site",NONE
M70919,"Unspecified soft tissue disorder related to use, overuse and pressure, unspecified shoulder",NONE
M70929,"Unspecified soft tissue disorder related to use, overuse and pressure, unspecified upper arm",NONE
M70939,"Unspecified soft tissue disorder related to use, overuse and pressure, unspecified forearm",NONE
M70949,"Unspecified soft tissue disorder related to use, overuse and pressure, unspecified hand",NONE
M70959,"Unspecified soft tissue disorder related to use, overuse and pressure, unspecified thigh",NONE
M70921,"Unspecified soft tissue disorder related to use, overuse and pressure, right upper arm",NONE
M70922,"Unspecified soft tissue disorder related to use, overuse and pressure, left upper arm",NONE
M70931,"Unspecified soft tissue disorder related to use, overuse and pressure, right forearm",MUSCULAR_DYSTROPHY
M70932,"Unspecified soft tissue disorder related to use, overuse and pressure, left forearm",NONE
M70941,"Unspecified soft tissue disorder related to use, overuse and pressure, right hand",NONE
M70942,"Unspecified soft tissue disorder related to use, overuse and pressure, left hand",NONE
M70951,"Unspecified soft tissue disorder related to use, overuse and pressure, right thigh",NONE
M70952,"Unspecified soft tissue disorder related to use, overuse and pressure, left thigh",NONE
M70911,"Unspecified soft tissue disorder related to use, overuse and pressure, right shoulder",NONE
M70912,"Unspecified soft tissue disorder related to use, overuse and pressure, left shoulder",NONE
M70961,"Unspecified soft tissue disorder related to use, overuse and pressure, right lower leg",NONE
M70962,"Unspecified soft tissue disorder related to use, overuse and pressure, left lower leg",NONE
M70969,"Unspecified soft tissue disorder related to use, overuse and pressure, unspecified lower leg",NONE
M70971,"Unspecified soft tissue disorder related to use, overuse and pressure, right ankle and foot",NONE
M70972,"Unspecified soft tissue disorder related to use, overuse and pressure, left ankle and foot",NONE
M7098,"Unspecified soft tissue disorder related to use, overuse and pressure other",SYSTEMIC_LUPUS_ERYTHEMATOSUS
M7099,"Unspecified soft tissue disorder related to use, overuse and pressure multiple sites",MULTIPLE_SCLEROSIS
M7100,"Abscess of bursa, unspecified site",NONE
M71011,"Abscess of bursa, right shoulder",NONE
M71012,"Abscess of bursa, left shoulder",NONE
M71021,"Abscess of bursa, right elbow",NONE
M71022,"Abscess of bursa, left elbow",NONE
M71031,"Abscess of bursa, right wrist",NONE
M71032,"Abscess of bursa, left wrist",NONE
M71041,"Abscess of bursa, right hand",NONE
M71042,"Abscess of bursa, left hand",NONE
M71051,"Abscess of bursa, right hip",NONE
M71052,"Abscess of bursa, left hip",NONE
M71061,"Abscess of bursa, right knee",NONE
M71062,"Abscess of bursa, left knee",NONE
M71019,"Abscess of bursa, unspecified shoulder",NONE
M71029,"Abscess of bursa, unspecified elbow",NONE
M71039,"Abscess of bursa, unspecified wrist",NONE
M71049,"Abscess of bursa, unspecified hand",NONE
M71059,"Abscess of bursa, unspecified hip",NONE
M71069,"Abscess of bursa, unspecified knee",NONE
M71071,"Abscess of bursa, right ankle and foot",NONE
M70979,"Unspecified soft tissue disorder related to use, overuse and pressure, unspecified ankle and",NONE
M71072,"Abscess of bursa, left ankle and foot",NONE
M7108,"Abscess of bursa, other site",NONE
M7109,"Abscess of bursa, multiple sites",NONE
M7110,"Other infective bursitis, unspecified site",NONE
M71111,"Other infective bursitis, right shoulder",NONE
M71112,"Other infective bursitis, left shoulder",NONE
M71121,"Other infective bursitis, right elbow",NONE
M71122,"Other infective bursitis, left elbow",NONE
M71131,"Other infective bursitis, right wrist",NONE
M71132,"Other infective bursitis, left wrist",NONE
M71141,"Other infective bursitis, right hand",NONE
M71142,"Other infective bursitis, left hand",NONE
M71151,"Other infective bursitis, right hip",NONE
M71152,"Other infective bursitis, left hip",NONE
M71161,"Other infective bursitis, right knee",NONE
M71162,"Other infective bursitis, left knee",NONE
M7118,"Other infective bursitis, other site",NONE
M7119,"Other infective bursitis, multiple sites",NONE
M71119,"Other infective bursitis, unspecified shoulder",NONE
M71129,"Other infective bursitis, unspecified elbow",NONE
M71139,"Other infective bursitis, unspecified wrist",NONE
M71149,"Other infective bursitis, unspecified hand",NONE
M71159,"Other infective bursitis, unspecified hip",NONE
M71169,"Other infective bursitis, unspecified knee",NONE
M71171,"Other infective bursitis, right ankle and foot",NONE
M71172,"Other infective bursitis, left ankle and foot",NONE
M71179,"Other infective bursitis, unspecified ankle and foot",NONE
M7120,"Synovial cyst of popliteal space [Baker], unspecified knee",NONE
M71079,"Abscess of bursa, unspecified ankle and foot",NONE
M7121,"Synovial cyst of popliteal space [Baker], right knee",NONE
M7122,"Synovial cyst of popliteal space [Baker], left knee",NONE
M7130,"Other bursal cyst, unspecified site",NONE
M71311,"Other bursal cyst, right shoulder",NONE
M71312,"Other bursal cyst, left shoulder",NONE
M71321,"Other bursal cyst, right elbow",NONE
M71322,"Other bursal cyst, left elbow",NONE
M71331,"Other bursal cyst, right wrist",NONE
M71332,"Other bursal cyst, left wrist",NONE
M71341,"Other bursal cyst, right hand",NONE
M71342,"Other bursal cyst, left hand",NONE
M71351,"Other bursal cyst, right hip",NONE
M71352,"Other bursal cyst, left hip",NONE
M7138,"Other bursal cyst, other site",NONE
M7139,"Other bursal cyst, multiple sites",NONE
M71319,"Other bursal cyst, unspecified shoulder",NONE
M71329,"Other bursal cyst, unspecified elbow",NONE
M71339,"Other bursal cyst, unspecified wrist",NONE
M71349,"Other bursal cyst, unspecified hand",NONE
M71359,"Other bursal cyst, unspecified hip",NONE
M71371,"Other bursal cyst, right ankle and foot",NONE
M71372,"Other bursal cyst, left ankle and foot",NONE
M71379,"Other bursal cyst, unspecified ankle and foot",NONE
M7140,"Calcium deposit in bursa, unspecified site",COMA
M71429,"Calcium deposit in bursa, unspecified elbow",NONE
M71421,"Calcium deposit in bursa, right elbow",NONE
M71422,"Calcium deposit in bursa, left elbow",NONE
M71431,"Calcium deposit in bursa, right wrist",NONE
M71432,"Calcium deposit in bursa, left wrist",NONE
M71439,"Calcium deposit in bursa, unspecified wrist",NONE
M71449,"Calcium deposit in bursa, unspecified hand",NONE
M71459,"Calcium deposit in bursa, unspecified hip",NONE
M71469,"Calcium deposit in bursa, unspecified knee",NONE
M71471,"Calcium deposit in bursa, right ankle and foot",NONE
M71472,"Calcium deposit in bursa, left ankle and foot",NONE
